numFriends,numFollowers,followerFriendRatio,timesListed,hasUrlCheck,verifiedUser,numTweets,bioCheck,locationCheck,existingLocationCheck,wotTrustValue,mediaContent,accountAge,profileImgCheck,headerImgCheck,tweetRatio,Indegree,Harmonic,alexaCountryRank,alexaDeltaRank,alexaPopularity,alexaReachRank,class,event
481,477,0.991684,0,TRUE,FALSE,5154,TRUE,TRUE,TRUE,38,318,1335111698,FALSE,FALSE,4.3208947,10843,10843,0,0,0,0,fake,sandy
56,6,0.10714286,0,TRUE,FALSE,67,TRUE,TRUE,TRUE,0,7,1338015723,FALSE,TRUE,0.05779863,0,0,0,0,0,0,fake,sandy
214,292,1.364486,3,FALSE,FALSE,14275,TRUE,TRUE,TRUE,0,0,1271420886,FALSE,TRUE,7.396486,0,0,0,0,0,0,fake,sandy
573,4173,7.2827225,125,TRUE,FALSE,5410,TRUE,TRUE,TRUE,0,1084,1271273835,FALSE,TRUE,2.800682,176,176,0,0,0,0,fake,sandy
36,34,0.9444444,0,FALSE,FALSE,2851,TRUE,FALSE,FALSE,0,0,1347994775,FALSE,TRUE,2.7316318,0,0,0,0,0,0,fake,sandy
506,97,0.19169961,0,TRUE,FALSE,2575,TRUE,TRUE,FALSE,0,425,1315531218,FALSE,TRUE,1.8141041,0,0,0,0,0,0,fake,sandy
304,171,0.5625,4,FALSE,FALSE,100,TRUE,FALSE,FALSE,0,0,1347113114,FALSE,TRUE,0.09488546,0,0,0,0,0,0,fake,sandy
529,516,0.9754253,31,TRUE,FALSE,5775,TRUE,TRUE,TRUE,0,1375,1274652662,FALSE,TRUE,3.0514152,5,5,0,0,0,0,fake,sandy
328,122,0.37195122,4,FALSE,FALSE,3304,TRUE,FALSE,FALSE,0,0,1335889040,FALSE,TRUE,2.7909882,0,0,0,0,0,0,fake,sandy
198,80,0.4040404,0,FALSE,FALSE,2037,TRUE,TRUE,TRUE,0,305,1315169181,FALSE,TRUE,1.4308561,0,0,0,0,0,0,fake,sandy
225,85,0.37777779,0,FALSE,FALSE,444,TRUE,TRUE,TRUE,0,598,1342408007,FALSE,TRUE,0.4005922,0,0,0,0,0,0,fake,sandy
292,294,1.0068493,0,TRUE,FALSE,3902,TRUE,TRUE,TRUE,38,268,1332584409,FALSE,TRUE,3.192976,0,0,0,0,0,0,fake,sandy
643,264,0.41057542,0,TRUE,FALSE,7358,TRUE,TRUE,FALSE,0,0,1247061420,FALSE,TRUE,3.326542,0,0,0,0,0,0,fake,sandy
148,148,1,1,FALSE,FALSE,1622,TRUE,FALSE,FALSE,0,191,1303653059,FALSE,TRUE,1.0418066,0,0,0,0,0,0,fake,sandy
243,92,0.37860084,0,FALSE,FALSE,40,TRUE,FALSE,FALSE,0,111,1349103451,FALSE,TRUE,0.038802378,0,0,0,0,0,0,fake,sandy
178,60,0.33707866,0,FALSE,FALSE,274,TRUE,FALSE,FALSE,0,0,1334952557,FALSE,TRUE,0.22935623,0,0,0,0,0,0,fake,sandy
169,356,2.106509,0,FALSE,FALSE,3911,TRUE,TRUE,FALSE,0,112,1301508380,FALSE,TRUE,2.4726036,0,0,0,0,0,0,fake,sandy
184,131,0.7119565,0,TRUE,FALSE,703,TRUE,FALSE,FALSE,0,136,1332602025,FALSE,TRUE,0.57535547,0,0,0,0,0,0,fake,sandy
229,137,0.59825325,0,FALSE,FALSE,2157,TRUE,FALSE,FALSE,0,507,1345416303,FALSE,TRUE,2.0092406,0,0,0,0,0,0,fake,sandy
227,230,1.0132159,0,FALSE,FALSE,3923,TRUE,FALSE,FALSE,0,212,1317845612,FALSE,TRUE,2.8169417,0,0,0,0,0,0,fake,sandy
312,189,0.6057692,2,FALSE,FALSE,6641,TRUE,TRUE,TRUE,0,0,1275730093,FALSE,TRUE,3.5322716,0,0,0,0,0,0,fake,sandy
203,228,1.1231527,10,FALSE,FALSE,55219,TRUE,TRUE,FALSE,0,678,1246731223,FALSE,TRUE,24.921377,0,0,0,0,0,0,fake,sandy
18,1,0.055555556,0,TRUE,FALSE,20,TRUE,TRUE,TRUE,0,22,1278451913,FALSE,TRUE,0.01081906,0,0,0,0,0,0,fake,sandy
69,23,0.33333334,0,FALSE,FALSE,620,TRUE,TRUE,TRUE,0,0,1326979125,FALSE,TRUE,0.481766,0,0,0,0,0,0,fake,sandy
2789,2586,0.927214,120,TRUE,FALSE,73540,TRUE,TRUE,TRUE,62,541,1179339575,FALSE,TRUE,24.548336,1361,1361,0,0,0,0,fake,sandy
2909,2917,1.00275,4,FALSE,FALSE,28246,TRUE,TRUE,TRUE,0,0,1299297887,FALSE,TRUE,17.573397,0,0,0,0,0,0,fake,sandy
355,396,1.1154929,23,FALSE,FALSE,34306,TRUE,FALSE,FALSE,0,1454,1263656407,FALSE,TRUE,16.984571,0,0,0,0,0,0,fake,sandy
287,315,1.097561,1,TRUE,FALSE,5665,TRUE,TRUE,TRUE,0,0,1321421504,FALSE,TRUE,4.192397,0,0,0,0,0,0,fake,sandy
159,111,0.6981132,0,FALSE,FALSE,398,TRUE,TRUE,TRUE,0,0,1342986213,FALSE,TRUE,0.36127168,0,0,0,0,0,0,fake,sandy
560,944,1.6857142,62,TRUE,FALSE,20187,TRUE,TRUE,FALSE,0,0,1273113262,FALSE,TRUE,10.567014,0,0,0,0,0,0,fake,sandy
676,852,1.260355,22,TRUE,FALSE,89964,TRUE,TRUE,TRUE,0,0,1274594320,FALSE,TRUE,47.518616,0,0,0,0,0,0,fake,sandy
357,634,1.7759104,23,TRUE,FALSE,36151,TRUE,FALSE,FALSE,0,1802,1300992200,FALSE,TRUE,22.769331,0,0,0,0,0,0,fake,sandy
485,496,1.0226804,10,TRUE,FALSE,19943,TRUE,TRUE,FALSE,0,0,1314959579,FALSE,TRUE,13.984819,0,0,0,0,0,0,fake,sandy
759,532,0.70092225,34,TRUE,FALSE,1306,TRUE,TRUE,FALSE,0,179,1301512001,FALSE,TRUE,0.8256994,71,71,0,0,0,0,fake,sandy
2818,3169,1.1245564,359,TRUE,FALSE,126460,TRUE,FALSE,FALSE,0,0,1176868442,FALSE,TRUE,41.814327,21,21,0,0,0,0,fake,sandy
67,8,0.11940298,0,FALSE,FALSE,247,TRUE,FALSE,FALSE,0,34,1346160910,FALSE,TRUE,0.23194261,0,0,0,0,0,0,fake,sandy
425,198,0.46588236,13,FALSE,FALSE,2949,TRUE,TRUE,TRUE,0,845,1264945871,FALSE,TRUE,1.4708908,0,0,0,0,0,0,fake,sandy
12,2,0.16666667,0,FALSE,FALSE,83,TRUE,FALSE,FALSE,0,0,1342459012,FALSE,TRUE,0.07492566,0,0,0,0,0,0,fake,sandy
157,155,0.9872612,0,FALSE,FALSE,1696,TRUE,TRUE,FALSE,0,44,1271088515,FALSE,TRUE,0.8770242,0,0,0,0,0,0,fake,sandy
321,157,0.48909658,0,FALSE,FALSE,981,TRUE,FALSE,FALSE,0,77,1322311087,FALSE,TRUE,0.7315664,0,0,0,0,0,0,fake,sandy
320,169,0.528125,1,FALSE,FALSE,2131,TRUE,TRUE,TRUE,0,317,1317381702,FALSE,TRUE,1.5243081,0,0,0,0,0,0,fake,sandy
308,233,0.7564935,1,FALSE,FALSE,2526,TRUE,TRUE,TRUE,0,782,1329224902,FALSE,TRUE,2.0032718,0,0,0,0,0,0,fake,sandy
1211,516,0.42609414,9,TRUE,FALSE,5249,TRUE,TRUE,TRUE,5,1171,1255573788,FALSE,TRUE,2.4836986,118,118,0,0,0,0,fake,sandy
271,122,0.4501845,0,FALSE,FALSE,1256,TRUE,FALSE,FALSE,0,534,1277959465,FALSE,TRUE,0.6773493,0,0,0,0,0,0,fake,sandy
121,87,0.71900827,0,FALSE,FALSE,3185,TRUE,FALSE,FALSE,0,0,1318283449,FALSE,TRUE,2.2953727,0,0,0,0,0,0,fake,sandy
166,1072,6.4578314,2,TRUE,FALSE,8476,TRUE,TRUE,FALSE,0,644,1307799272,FALSE,TRUE,5.61727,0,0,0,0,0,0,fake,sandy
53,46,0.8679245,0,FALSE,FALSE,681,TRUE,TRUE,TRUE,0,287,1282169538,FALSE,TRUE,0.37716863,0,0,0,0,0,0,fake,sandy
93,99,1.0645162,3,FALSE,FALSE,576,TRUE,FALSE,FALSE,0,0,1333293500,FALSE,TRUE,0.4745248,0,0,0,0,0,0,fake,sandy
118,175,1.4830508,0,FALSE,FALSE,1428,TRUE,TRUE,TRUE,0,70,1308591048,FALSE,TRUE,0.9521562,0,0,0,0,0,0,fake,sandy
549,746,1.3588343,11,FALSE,FALSE,22273,TRUE,FALSE,FALSE,0,39,1303684894,FALSE,TRUE,14.309319,0,0,0,0,0,0,fake,sandy
561,140,0.24955437,0,FALSE,FALSE,485,TRUE,TRUE,FALSE,0,120,1323393414,FALSE,TRUE,0.36509255,0,0,0,0,0,0,fake,sandy
153,108,0.7058824,0,FALSE,FALSE,2842,TRUE,FALSE,FALSE,0,0,1304729346,FALSE,TRUE,1.8401378,0,0,0,0,0,0,fake,sandy
347,345,0.9942363,8,TRUE,FALSE,7378,TRUE,TRUE,FALSE,57,825,1258111064,FALSE,TRUE,3.5402856,13693,13693,0,0,0,0,fake,sandy
1002,584,0.5828343,1,FALSE,FALSE,2104,TRUE,TRUE,FALSE,0,52,1334860641,FALSE,TRUE,1.7596276,0,0,0,0,0,0,fake,sandy
275,303,1.1018182,1,FALSE,FALSE,16069,TRUE,TRUE,FALSE,0,0,1297305212,FALSE,TRUE,9.856005,0,0,0,0,0,0,fake,sandy
603,369,0.6119403,1,FALSE,FALSE,10495,TRUE,TRUE,TRUE,0,0,1312653396,FALSE,TRUE,7.224301,0,0,0,0,0,0,fake,sandy
111,1433,12.90991,4,TRUE,FALSE,8580,TRUE,TRUE,FALSE,0,149,1295426245,FALSE,TRUE,5.1933174,0,0,0,0,0,0,fake,sandy
56,37,0.66071427,0,FALSE,FALSE,109,TRUE,FALSE,FALSE,0,511,1351244846,FALSE,TRUE,0.10834231,0,0,0,0,0,0,fake,sandy
284,236,0.8309859,0,FALSE,FALSE,5117,TRUE,FALSE,FALSE,0,329,1330657206,FALSE,FALSE,4.112176,0,0,0,0,0,0,fake,sandy
305,259,0.84918034,21,TRUE,FALSE,38721,TRUE,TRUE,FALSE,13,3982,1278498084,FALSE,TRUE,20.952393,2409,2409,0,0,0,0,fake,sandy
94,1327,14.117022,5,TRUE,FALSE,24147,TRUE,TRUE,FALSE,0,0,1306335658,FALSE,TRUE,15.825253,0,0,0,0,0,0,fake,sandy
1673,1380,0.8248655,17,TRUE,FALSE,26053,TRUE,TRUE,FALSE,2,0,1252312345,FALSE,TRUE,12.111365,0,0,0,0,0,0,fake,sandy
155,122,0.7870968,0,FALSE,FALSE,2632,TRUE,FALSE,FALSE,0,0,1333564231,FALSE,TRUE,2.1739404,0,0,0,0,0,0,fake,sandy
899,1905,2.1190212,1,TRUE,FALSE,26681,TRUE,FALSE,FALSE,0,0,1250649550,FALSE,TRUE,12.293322,0,0,0,0,0,0,fake,sandy
128,40,0.3125,1,FALSE,FALSE,578,TRUE,TRUE,TRUE,0,32,1317669767,FALSE,TRUE,0.41443545,0,0,0,0,0,0,fake,sandy
643,264,0.41057542,0,TRUE,FALSE,7357,TRUE,TRUE,FALSE,0,0,1247061420,FALSE,TRUE,3.326108,0,0,0,0,0,0,fake,sandy
66,144,2.1818182,12,TRUE,FALSE,24669,TRUE,TRUE,TRUE,30,1388,1301362215,FALSE,TRUE,15.579638,1562,1562,0,0,0,0,fake,sandy
289,22,0.076124564,0,FALSE,FALSE,178,TRUE,FALSE,FALSE,0,3,1328637939,FALSE,TRUE,0.14040937,0,0,0,0,0,0,fake,sandy
81,57,0.7037037,0,FALSE,FALSE,890,TRUE,TRUE,TRUE,0,1752,1330017953,FALSE,TRUE,0.711005,0,0,0,0,0,0,fake,sandy
79,164,2.0759494,0,TRUE,FALSE,15348,TRUE,FALSE,FALSE,0,308,1325643974,FALSE,TRUE,11.784633,0,0,0,0,0,0,fake,sandy
14,3,0.21428572,0,FALSE,FALSE,3,TRUE,FALSE,FALSE,0,4,1351900777,TRUE,TRUE,0.00300458,0,0,0,0,0,0,fake,sandy
617,256,0.41491085,2,FALSE,FALSE,2324,TRUE,TRUE,TRUE,0,165,1247094297,FALSE,TRUE,1.0508639,0,0,0,0,0,0,fake,sandy
1203,396,0.32917705,0,FALSE,FALSE,5383,TRUE,FALSE,FALSE,0,0,1333051815,FALSE,TRUE,4.424498,0,0,0,0,0,0,fake,sandy
46,33,0.7173913,0,TRUE,FALSE,38,TRUE,TRUE,TRUE,0,0,1307389906,FALSE,TRUE,0.02510493,0,0,0,0,0,0,fake,sandy
1238,1263,1.0201938,16,FALSE,FALSE,74456,TRUE,TRUE,TRUE,0,3273,1240719489,FALSE,TRUE,32.580475,0,0,0,0,0,0,fake,sandy
6,2,0.33333334,0,FALSE,FALSE,4,TRUE,FALSE,FALSE,0,0,1297130942,TRUE,TRUE,0.002450403,0,0,0,0,0,0,fake,sandy
220,337,1.5318182,0,FALSE,FALSE,276,TRUE,TRUE,TRUE,0,0,1343753416,FALSE,TRUE,0.25256854,0,0,0,0,0,0,fake,sandy
126,24,0.1904762,0,FALSE,FALSE,812,TRUE,FALSE,FALSE,0,11,1314176380,FALSE,TRUE,0.56581444,0,0,0,0,0,0,fake,sandy
7330,7578,1.0338335,3,FALSE,FALSE,10972,TRUE,TRUE,FALSE,0,362,1332960177,FALSE,TRUE,9.010472,0,0,0,0,0,0,fake,sandy
198,109,0.55050504,0,FALSE,FALSE,1007,TRUE,TRUE,FALSE,0,119,1288888176,FALSE,TRUE,0.58282673,0,0,0,0,0,0,fake,sandy
875,5666,6.4754286,1,FALSE,FALSE,19153,TRUE,TRUE,FALSE,0,0,1306179963,FALSE,TRUE,12.537559,0,0,0,0,0,0,fake,sandy
554,191,0.34476534,0,TRUE,FALSE,3993,TRUE,TRUE,FALSE,0,0,1322383238,FALSE,TRUE,2.9796016,0,0,0,0,0,0,fake,sandy
428,1298,3.0327103,2,TRUE,FALSE,25741,TRUE,TRUE,FALSE,0,0,1290347090,FALSE,TRUE,15.045292,0,0,0,0,0,0,fake,sandy
62,14,0.22580644,0,FALSE,FALSE,322,TRUE,TRUE,TRUE,0,0,1242257035,FALSE,TRUE,0.14200671,0,0,0,0,0,0,fake,sandy
1201,544,0.45295587,0,TRUE,FALSE,4088,TRUE,TRUE,FALSE,0,159,1308185873,FALSE,TRUE,2.7173023,0,0,0,0,0,0,fake,sandy
2003,330,0.16475287,0,TRUE,FALSE,203,TRUE,TRUE,TRUE,0,1,1283262396,FALSE,TRUE,0.11322447,1,1,0,0,0,0,fake,sandy
118,79,0.6694915,0,FALSE,FALSE,139,TRUE,TRUE,TRUE,0,0,1335019758,FALSE,TRUE,0.116429545,0,0,0,0,0,0,fake,sandy
116,87,0.75,1,FALSE,FALSE,768,TRUE,TRUE,FALSE,0,0,1344457627,FALSE,TRUE,0.7080819,0,0,0,0,0,0,fake,sandy
240,231,0.9625,0,FALSE,FALSE,6772,TRUE,TRUE,TRUE,0,475,1283262814,FALSE,TRUE,3.7771342,0,0,0,0,0,0,fake,sandy
147,165,1.1224489,0,TRUE,FALSE,8113,TRUE,TRUE,TRUE,0,0,1303586451,FALSE,TRUE,5.208433,0,0,0,0,0,0,fake,sandy
1999,1003,0.5017509,6,FALSE,FALSE,35182,TRUE,TRUE,FALSE,0,24500,1299611331,FALSE,TRUE,21.938366,0,0,0,0,0,0,fake,sandy
192,72,0.375,0,FALSE,FALSE,542,TRUE,TRUE,FALSE,0,37,1334079540,FALSE,TRUE,0.44989076,0,0,0,0,0,0,fake,sandy
1949,1020,0.5233453,0,TRUE,FALSE,17212,TRUE,TRUE,FALSE,0,0,1323273567,FALSE,TRUE,12.943242,0,0,0,0,0,0,fake,sandy
1455,719,0.4941581,2,TRUE,FALSE,9266,TRUE,TRUE,FALSE,18,541,1337966891,FALSE,TRUE,7.989697,0,0,0,0,0,0,fake,sandy
310,323,1.0419354,1,FALSE,FALSE,14780,TRUE,FALSE,FALSE,0,492,1282249977,FALSE,TRUE,8.190111,0,0,0,0,0,0,fake,sandy
483,615,1.273292,2,TRUE,FALSE,68649,TRUE,TRUE,FALSE,0,4415,1283399168,FALSE,TRUE,38.323257,0,0,0,0,0,0,fake,sandy
323,245,0.7585139,0,FALSE,FALSE,2347,TRUE,TRUE,TRUE,0,432,1306162270,FALSE,TRUE,1.536143,0,0,0,0,0,0,fake,sandy
120,123,1.025,0,FALSE,FALSE,1151,TRUE,TRUE,FALSE,0,248,1333457834,FALSE,TRUE,0.9497235,0,0,0,0,0,0,fake,sandy
94,107,1.1382979,0,FALSE,FALSE,394,TRUE,FALSE,FALSE,0,0,1308960221,FALSE,TRUE,0.26346254,0,0,0,0,0,0,fake,sandy
55,39,0.7090909,0,FALSE,FALSE,874,TRUE,TRUE,TRUE,0,524,1243293453,FALSE,TRUE,0.38749707,0,0,0,0,0,0,fake,sandy
458,282,0.6157205,2,FALSE,FALSE,2793,TRUE,FALSE,FALSE,0,177,1273923887,FALSE,TRUE,1.4692407,0,0,0,0,0,0,fake,sandy
2047,2244,1.0962384,4,FALSE,FALSE,24953,TRUE,FALSE,FALSE,0,0,1338767545,FALSE,TRUE,21.68927,0,0,0,0,0,0,fake,sandy
6978,6716,0.9624534,162,TRUE,FALSE,54766,TRUE,TRUE,FALSE,0,7564,1233770105,FALSE,TRUE,23.149784,0,0,0,0,0,0,fake,sandy
156,265,1.698718,0,FALSE,FALSE,3956,TRUE,TRUE,FALSE,0,402,1335317580,FALSE,TRUE,3.323236,0,0,0,0,0,0,fake,sandy
6665,7242,1.0865717,7,FALSE,FALSE,43576,TRUE,TRUE,TRUE,0,0,1284672154,FALSE,TRUE,24.528025,0,0,0,0,0,0,fake,sandy
406,27,0.06650246,0,FALSE,FALSE,811,TRUE,FALSE,FALSE,0,0,1279254016,FALSE,TRUE,0.44093105,0,0,0,0,0,0,fake,sandy
556,615,1.1061151,0,FALSE,FALSE,2288,TRUE,FALSE,FALSE,0,0,1273709276,FALSE,TRUE,1.2020184,0,0,0,0,0,0,fake,sandy
29,11,0.37931034,0,FALSE,FALSE,2,TRUE,FALSE,FALSE,0,3,1252622187,FALSE,TRUE,0.000931303,0,0,0,0,0,0,fake,sandy
232,72,0.31034482,1,FALSE,FALSE,1005,TRUE,TRUE,FALSE,0,0,1306447285,FALSE,TRUE,0.6592096,0,0,0,0,0,0,fake,sandy
822,251,0.3053528,0,FALSE,FALSE,5203,TRUE,TRUE,FALSE,0,0,1311809994,FALSE,TRUE,3.5576446,0,0,0,0,0,0,fake,sandy
224,251,1.1205357,0,FALSE,FALSE,6738,TRUE,TRUE,TRUE,0,304,1276965721,FALSE,TRUE,3.6113687,0,0,0,0,0,0,fake,sandy
39,7,0.17948718,0,FALSE,FALSE,4,TRUE,FALSE,FALSE,0,0,1338512319,TRUE,TRUE,0.003467918,0,0,0,0,0,0,fake,sandy
219,114,0.5205479,1,FALSE,FALSE,841,TRUE,FALSE,FALSE,0,166,1272418747,FALSE,TRUE,0.43838578,0,0,0,0,0,0,fake,sandy
1019,334,0.32777232,1,FALSE,FALSE,767,TRUE,FALSE,FALSE,0,0,1325925256,FALSE,TRUE,0.59040266,0,0,0,0,0,0,fake,sandy
87,131,1.5057471,0,FALSE,FALSE,4295,TRUE,TRUE,FALSE,0,0,1328495710,FALSE,TRUE,3.3835878,0,0,0,0,0,0,fake,sandy
71,43,0.6056338,2,FALSE,FALSE,2658,TRUE,FALSE,FALSE,0,0,1317436643,FALSE,TRUE,1.9021568,0,0,0,0,0,0,fake,sandy
756,224,0.2962963,5,TRUE,FALSE,945,TRUE,TRUE,TRUE,15,212,1312849387,FALSE,TRUE,0.65152,1409,1409,0,0,0,0,fake,sandy
310,112,0.36129034,0,FALSE,FALSE,3800,TRUE,FALSE,FALSE,0,0,1320883193,FALSE,TRUE,2.7993245,0,0,0,0,0,0,fake,sandy
1449,646,0.4458247,31,FALSE,FALSE,5126,TRUE,TRUE,FALSE,0,254,1323203242,FALSE,TRUE,3.8523452,0,0,0,0,0,0,fake,sandy
77,3,0.038961038,0,FALSE,FALSE,12,TRUE,FALSE,FALSE,0,34,1350149018,TRUE,TRUE,0.011779192,0,0,0,0,0,0,fake,sandy
120,137,1.1416667,0,FALSE,FALSE,11264,TRUE,FALSE,FALSE,0,0,1329255438,FALSE,TRUE,8.935645,0,0,0,0,0,0,fake,sandy
1913,1166,0.6095139,12,FALSE,FALSE,22566,TRUE,TRUE,TRUE,0,0,1327733915,FALSE,TRUE,17.654797,0,0,0,0,0,0,fake,sandy
87,21,0.2413793,0,FALSE,FALSE,103,TRUE,TRUE,TRUE,0,76,1346788855,FALSE,TRUE,0.09738698,0,0,0,0,0,0,fake,sandy
27,14,0.5185185,0,FALSE,FALSE,60,TRUE,FALSE,FALSE,0,41,1238353123,FALSE,TRUE,0.025943933,0,0,0,0,0,0,fake,sandy
299,43,0.14381272,0,FALSE,FALSE,529,TRUE,FALSE,FALSE,0,167,1266035116,FALSE,TRUE,0.26552415,0,0,0,0,0,0,fake,sandy
85,27,0.31764707,0,FALSE,FALSE,263,TRUE,FALSE,FALSE,0,23,1283290941,FALSE,TRUE,0.14671707,0,0,0,0,0,0,fake,sandy
84,78,0.9285714,0,FALSE,FALSE,1268,TRUE,TRUE,FALSE,0,0,1316774316,FALSE,TRUE,0.9024739,0,0,0,0,0,0,fake,sandy
25,26,1.04,0,FALSE,FALSE,53,TRUE,FALSE,FALSE,0,9,1349998420,FALSE,TRUE,0.051935907,0,0,0,0,0,0,fake,sandy
112,372,3.3214285,0,FALSE,FALSE,25828,TRUE,TRUE,FALSE,0,4330,1290880703,FALSE,TRUE,15.150864,0,0,0,0,0,0,fake,sandy
431,95,0.22041763,2,FALSE,FALSE,4099,TRUE,FALSE,FALSE,0,615,1325449874,FALSE,TRUE,3.1419227,0,0,0,0,0,0,fake,sandy
507,114,0.22485207,0,FALSE,FALSE,2734,TRUE,TRUE,TRUE,0,745,1319221829,FALSE,TRUE,1.9859097,0,0,0,0,0,0,fake,sandy
213,189,0.8873239,0,FALSE,FALSE,1966,TRUE,FALSE,FALSE,0,288,1283263274,FALSE,TRUE,1.0965561,0,0,0,0,0,0,fake,sandy
1019,734,0.720314,0,TRUE,FALSE,18538,TRUE,TRUE,FALSE,0,791,1256774732,FALSE,TRUE,8.829864,0,0,0,0,0,0,fake,sandy
397,215,0.5415617,0,FALSE,FALSE,3813,TRUE,FALSE,FALSE,0,79,1342562329,FALSE,TRUE,3.445832,0,0,0,0,0,0,fake,sandy
1931,1010,0.52304506,2,FALSE,FALSE,4054,TRUE,TRUE,FALSE,0,90,1297855903,FALSE,TRUE,2.4963212,0,0,0,0,0,0,fake,sandy
252,205,0.81349206,1,FALSE,FALSE,7352,TRUE,TRUE,FALSE,0,0,1296775120,FALSE,TRUE,4.4925175,0,0,0,0,0,0,fake,sandy
332,173,0.5210843,0,FALSE,FALSE,14216,TRUE,FALSE,FALSE,0,11800,1278892351,FALSE,TRUE,7.7115216,0,0,0,0,0,0,fake,sandy
75,119,1.5866667,1,FALSE,FALSE,7703,TRUE,TRUE,FALSE,0,0,1299172263,FALSE,TRUE,4.7881775,0,0,0,0,0,0,fake,sandy
120171,125680,1.045843,1472,FALSE,FALSE,80587,TRUE,TRUE,TRUE,0,9739,1262611247,FALSE,TRUE,39.660637,0,0,0,0,0,0,fake,sandy
1998,656,0.32832834,0,FALSE,FALSE,7289,TRUE,FALSE,FALSE,0,6,1331895644,FALSE,TRUE,5.9259624,0,0,0,0,0,0,fake,sandy
196,150,0.7653061,0,TRUE,FALSE,5044,TRUE,TRUE,FALSE,41,0,1306825218,FALSE,TRUE,3.318034,0,0,0,0,0,0,fake,sandy
120,216,1.8,0,FALSE,FALSE,1307,TRUE,FALSE,FALSE,0,230,1327029036,FALSE,TRUE,1.0160635,0,0,0,0,0,0,fake,sandy
258,42,0.1627907,0,FALSE,FALSE,652,TRUE,TRUE,FALSE,0,59,1239473996,FALSE,TRUE,0.2835146,0,0,0,0,0,0,fake,sandy
1416,527,0.37217513,4,TRUE,FALSE,21192,TRUE,FALSE,FALSE,0,0,1312394091,FALSE,TRUE,14.557716,0,0,0,0,0,0,fake,sandy
30,5,0.16666667,0,FALSE,FALSE,32,TRUE,TRUE,TRUE,0,4,1291573624,FALSE,TRUE,0.018860137,0,0,0,0,0,0,fake,sandy
202,248,1.2277228,0,FALSE,FALSE,67,TRUE,TRUE,TRUE,0,0,1312579440,FALSE,TRUE,0.046093177,0,0,0,0,0,0,fake,sandy
1657,1304,0.7869644,148,TRUE,FALSE,30487,TRUE,TRUE,FALSE,57,4440,1213757978,FALSE,TRUE,11.737759,13693,13693,0,0,0,0,fake,sandy
188,102,0.5425532,0,FALSE,FALSE,2249,TRUE,TRUE,TRUE,0,289,1295969641,FALSE,TRUE,1.3664917,0,0,0,0,0,0,fake,sandy
83,66,0.79518074,0,FALSE,FALSE,1347,TRUE,FALSE,FALSE,0,180,1294229867,FALSE,TRUE,0.8085444,0,0,0,0,0,0,fake,sandy
532,264,0.49624062,0,FALSE,FALSE,2442,TRUE,FALSE,FALSE,0,131,1303416243,FALSE,TRUE,1.5657532,0,0,0,0,0,0,fake,sandy
182,172,0.94505495,0,FALSE,FALSE,7612,TRUE,TRUE,FALSE,0,0,1321987806,FALSE,TRUE,5.660809,0,0,0,0,0,0,fake,sandy
444,208,0.46846846,0,FALSE,FALSE,2234,TRUE,TRUE,TRUE,0,62,1307302447,FALSE,TRUE,1.4749247,0,0,0,0,0,0,fake,sandy
294,41,0.13945578,0,TRUE,FALSE,4872,TRUE,TRUE,FALSE,0,385,1333215247,FALSE,TRUE,4.010745,600,600,0,0,0,0,fake,sandy
102,79,0.7745098,0,FALSE,FALSE,157,TRUE,TRUE,TRUE,0,0,1327426692,FALSE,TRUE,0.122490324,0,0,0,0,0,0,fake,sandy
153,22,0.14379086,0,FALSE,FALSE,65,TRUE,TRUE,FALSE,0,2,1351567126,FALSE,TRUE,0.064848855,0,0,0,0,0,0,fake,sandy
162,76,0.4691358,1,FALSE,FALSE,2777,TRUE,FALSE,FALSE,0,261,1301254670,FALSE,TRUE,1.7524364,0,0,0,0,0,0,fake,sandy
2922,16451,5.630048,58,TRUE,FALSE,34241,TRUE,TRUE,FALSE,0,1024,1239471920,FALSE,TRUE,14.889147,0,0,0,0,0,0,fake,sandy
83,90,1.0843374,0,FALSE,FALSE,6281,TRUE,FALSE,FALSE,0,248,1344166190,FALSE,TRUE,5.7730327,0,0,0,0,0,0,fake,sandy
85,27,0.31764707,0,FALSE,FALSE,250,TRUE,FALSE,FALSE,0,23,1283290941,FALSE,TRUE,0.139465,0,0,0,0,0,0,fake,sandy
2003,779,0.3889166,2,FALSE,FALSE,13089,TRUE,TRUE,FALSE,0,2797,1335196298,FALSE,TRUE,10.982475,0,0,0,0,0,0,fake,sandy
73,17,0.23287672,0,FALSE,FALSE,231,TRUE,TRUE,FALSE,0,0,1336779660,FALSE,TRUE,0.19685006,0,0,0,0,0,0,fake,sandy
1752,1420,0.8105023,0,FALSE,FALSE,2194,TRUE,FALSE,FALSE,0,953,1337022166,FALSE,TRUE,1.8741322,0,0,0,0,0,0,fake,sandy
10,8,0.8,0,FALSE,FALSE,5,TRUE,FALSE,FALSE,0,0,1342202270,FALSE,TRUE,0.004501584,0,0,0,0,0,0,fake,sandy
228,92,0.40350878,1,FALSE,FALSE,5480,TRUE,TRUE,TRUE,0,371,1269644886,FALSE,TRUE,2.809529,0,0,0,0,0,0,fake,sandy
428,918,2.1448598,1,FALSE,FALSE,8443,TRUE,TRUE,FALSE,0,0,1321659698,FALSE,TRUE,6.261117,0,0,0,0,0,0,fake,sandy
