tweetTextLen,numItemWords,questionSymbol,exclamSymbol,externLinkPresent,numberNouns,happyEmo,sadEmo,containFirstPron,containSecPron,containThirdPron,numUpperCase,positiveWords,negativeWords,numMentions,numHashtags,numUrls,rtCount,slangWords,colonSymbol,pleasePresent,WotValue,numQuesSymbol,numExclamSymbol,readabilityValue,Indegree,Harmonic,AlexaCountry,AlexaDelta,AlexaPopularity,AlexaReach,class,event
78,8,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,1,1,1,2,0,FALSE,FALSE,0,0,0,-10.755,0,0,0,0,0,0,fake,sandy
69,6,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,0,6,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
100,15,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,1,0,1,1,0,1,TRUE,FALSE,0,0,2,0,0,0,0,0,0,0,fake,sandy
67,5,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,0,4,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
34,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,1,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
69,9,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,2,0,1,1,0,0,FALSE,FALSE,0,0,0,82.39,0,0,0,0,0,0,fake,sandy
90,11,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,0,2,1,0,2,FALSE,FALSE,0,0,1,70.668,0,0,0,0,0,0,fake,sandy
55,6,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,4,1,0,0,FALSE,FALSE,0,0,0,77.905,0,0,0,0,0,0,fake,sandy
135,19,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,0,0,2,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
75,7,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,3,1,0,2,FALSE,FALSE,0,0,2,32.56,0,0,0,0,0,0,fake,sandy
44,3,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,0,3,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
49,3,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,0,3,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
129,13,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,9,1,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
104,14,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,1,1,1,0,3,FALSE,FALSE,0,0,0,88.905,0,0,0,0,0,0,fake,sandy
84,9,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,0,1,1,0,1,FALSE,FALSE,0,0,2,40.09,0,0,0,0,0,0,fake,sandy
61,8,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,3,1,0,0,FALSE,FALSE,0,0,3,117.16,0,0,0,0,0,0,fake,sandy
137,19,FALSE,FALSE,FALSE,9,FALSE,FALSE,TRUE,FALSE,FALSE,13,0,1,2,1,1,0,2,FALSE,FALSE,0,0,0,70.145,0,0,0,0,0,0,fake,sandy
56,4,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,2,1,0,0,FALSE,FALSE,0,0,0,35.605,0,0,0,0,0,0,fake,sandy
62,7,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,0,1,1,0,0,FALSE,FALSE,0,0,1,59.745,0,0,0,0,0,0,fake,sandy
51,4,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,2,1,0,1,FALSE,FALSE,0,0,0,120.205,0,0,0,0,0,0,fake,sandy
85,12,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,1,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
55,5,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,1,1,0,0,FALSE,FALSE,0,0,0,66.4,0,0,0,0,0,0,fake,sandy
41,3,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,2,1,0,0,FALSE,FALSE,0,0,0,-47.98,0,0,0,0,0,0,fake,sandy
44,5,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,97.025,0,0,0,0,0,0,fake,sandy
66,7,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
142,21,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,7,0,0,2,1,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
76,8,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,1,1,0,1,FALSE,FALSE,0,0,0,75.875,0,0,0,0,0,0,fake,sandy
32,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,0,2,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
47,4,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,14,0,0,0,1,1,0,0,FALSE,FALSE,0,0,3,90.99,0,0,0,0,0,0,fake,sandy
94,13,FALSE,FALSE,FALSE,3,FALSE,FALSE,TRUE,FALSE,FALSE,2,0,0,0,4,1,0,0,FALSE,FALSE,0,0,0,98.868,0,0,0,0,0,0,fake,sandy
27,1,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
27,1,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
71,8,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,17,0,0,0,1,1,0,1,FALSE,FALSE,0,0,0,90.959,0,0,0,0,0,0,fake,sandy
84,20,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,0,0,1,1,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
105,13,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,fake,sandy
108,13,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,1,0,1,3,1,FALSE,FALSE,0,0,0,43.963,0,0,0,0,0,0,fake,sandy
119,14,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,2,1,0,0,FALSE,FALSE,0,0,0,53.655,0,0,0,0,0,0,fake,sandy
91,11,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,0,0,1,0,1,FALSE,FALSE,0,0,0,47.434,0,0,0,0,0,0,fake,sandy
121,17,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,60.192,0,0,0,0,0,0,fake,sandy
101,12,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,0,0,FALSE,FALSE,0,0,0,49.543,0,0,0,0,0,0,fake,sandy
75,8,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,66.787,0,0,0,0,0,0,fake,sandy
115,14,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,23.425,0,0,0,0,0,0,fake,sandy
121,15,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,TRUE,7,1,1,0,1,1,0,1,FALSE,FALSE,0,0,0,54.701,0,0,0,0,0,0,fake,sandy
71,8,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,66.787,0,0,0,0,0,0,fake,sandy
102,15,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,89.896,0,0,0,0,0,0,fake,sandy
83,9,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,50.665,0,0,0,0,0,0,fake,sandy
90,10,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,1,1,1,0,0,FALSE,FALSE,0,0,0,47.3,0,0,0,0,0,0,fake,sandy
118,13,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,55.74,0,0,0,0,0,0,fake,sandy
95,12,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,60.705,0,0,0,0,0,0,fake,sandy
110,12,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,0,1,0,0,FALSE,FALSE,0,0,3,45.645,0,0,0,0,0,0,fake,sandy
106,13,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,43.963,0,0,0,0,0,0,fake,sandy
107,16,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,0,2,1,0,0,FALSE,FALSE,0,0,0,89.896,0,0,0,0,0,0,fake,sandy
81,9,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0,1,1,0,0,FALSE,FALSE,0,0,0,61.24,0,0,0,0,0,0,fake,sandy
96,12,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,1,0,1,0,1,TRUE,FALSE,0,0,0,64.677,0,0,0,0,0,0,fake,sandy
93,11,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,1,1,1,28,0,FALSE,FALSE,0,0,0,72.615,0,0,0,0,0,0,fake,sandy
97,12,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,60.705,0,0,0,0,0,0,fake,sandy
113,15,FALSE,TRUE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,1,0,1,11,0,FALSE,FALSE,0,0,1,56.25,0,0,0,0,0,0,fake,sandy
119,12,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,1,2,1,2,0,FALSE,FALSE,0,0,0,52.865,0,0,0,0,0,0,fake,sandy
107,14,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,0,1,1,0,0,FALSE,FALSE,0,0,0,63.486,0,0,0,0,0,0,fake,sandy
115,16,FALSE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,11,2,1,0,1,1,0,0,FALSE,FALSE,0,0,2,75.143,0,0,0,0,0,0,fake,sandy
106,14,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,53.639,0,0,0,0,0,0,fake,sandy
126,14,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,1,0,1,0,0,TRUE,FALSE,0,0,0,43.963,0,0,0,0,0,0,fake,sandy
86,10,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,0,1,1,0,0,FALSE,FALSE,0,0,0,56.7,0,0,0,0,0,0,fake,sandy
129,20,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,0,1,0,1,FALSE,FALSE,0,0,0,64.663,0,0,0,0,0,0,fake,sandy
102,10,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,1,1,1,1,23,0,FALSE,FALSE,0,0,0,44.405,0,0,0,0,0,0,fake,sandy
138,16,TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,1,1,0,0,FALSE,FALSE,0,1,0,50.665,0,0,0,0,0,0,fake,sandy
94,11,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,0,1,1,0,0,FALSE,FALSE,0,0,0,44.405,0,0,0,0,0,0,fake,sandy
140,14,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,6,2,1,0,2,1,0,0,FALSE,FALSE,0,0,0,17.932,0,0,0,0,0,0,fake,sandy
118,14,FALSE,TRUE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,1,1,0,1,FALSE,FALSE,0,0,2,70.084,0,0,0,0,0,0,fake,sandy
90,12,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,53.655,0,0,0,0,0,0,fake,sandy
122,16,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,0,2,1,0,0,FALSE,FALSE,0,0,0,66.787,0,0,0,0,0,0,fake,sandy
104,14,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,0,0,1,0,0,FALSE,FALSE,0,0,0,86.423,0,0,0,0,0,0,fake,sandy
124,16,FALSE,TRUE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,2,1,1,0,1,0,1,TRUE,FALSE,0,0,1,58.223,0,0,0,0,0,0,fake,sandy
127,16,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,63.843,0,0,0,0,0,0,fake,sandy
129,17,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,0,1,0,1,FALSE,FALSE,0,0,0,55.215,0,0,0,0,0,0,fake,sandy
129,12,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,1,0,2,1,0,0,FALSE,FALSE,0,0,0,44.405,0,0,0,0,0,0,fake,sandy
129,18,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,0,1,1,0,0,FALSE,FALSE,0,0,0,60.192,0,0,0,0,0,0,fake,sandy
129,15,FALSE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1,0,3,1,0,0,FALSE,FALSE,0,0,1,53.655,0,0,0,0,0,0,fake,sandy
79,9,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,1,1,1,0,0,FALSE,FALSE,0,0,0,71.815,0,0,0,0,0,0,fake,sandy
129,18,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,0,0,0,1,0,0,FALSE,FALSE,0,0,0,53.971,0,0,0,0,0,0,fake,sandy
90,10,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,69.785,0,0,0,0,0,0,fake,sandy
89,11,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,78.245,0,0,0,0,0,0,fake,sandy
129,20,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,1,0,0,1,0,1,FALSE,FALSE,0,0,0,64.663,0,0,0,0,0,0,fake,sandy
126,14,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,24.487,0,0,0,0,0,0,fake,sandy
126,19,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,71.782,0,0,0,0,0,0,fake,sandy
131,16,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,61.89,0,0,0,0,0,0,fake,sandy
118,15,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,47.596,0,0,0,0,0,0,fake,sandy
101,14,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,2,1,0,1,0,1,FALSE,FALSE,0,0,0,65.725,0,0,0,0,0,0,fake,sandy
99,13,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,67.755,0,0,0,0,0,0,fake,sandy
74,8,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,0,2,1,0,0,FALSE,FALSE,0,0,0,73.845,0,0,0,0,0,0,fake,sandy
139,19,TRUE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,1,0,0,1,0,3,FALSE,FALSE,0,1,0,59.635,0,0,0,0,0,0,fake,sandy
129,19,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,1,FALSE,FALSE,0,0,0,71.782,0,0,0,0,0,0,fake,sandy
87,10,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0,1,1,0,0,FALSE,FALSE,0,0,0,56.7,0,0,0,0,0,0,fake,sandy
113,13,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,2,0,1,1,0,0,FALSE,FALSE,0,0,0,67.755,0,0,0,0,0,0,fake,sandy
126,17,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,80.2,0,0,0,0,0,0,fake,sandy
129,19,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,0,1,0,1,FALSE,FALSE,0,0,0,63.865,0,0,0,0,0,0,fake,sandy
129,16,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,5,3,1,0,3,1,0,0,FALSE,FALSE,0,0,0,43.963,0,0,0,0,0,0,fake,sandy
129,18,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,0,0,1,0,1,FALSE,FALSE,0,0,0,66.1,0,0,0,0,0,0,fake,sandy
129,17,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0,0,1,0,1,FALSE,FALSE,0,0,0,50.239,0,0,0,0,0,0,fake,sandy
87,13,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,1,0,0,1,0,2,FALSE,FALSE,0,0,0,77.811,0,0,0,0,0,0,fake,sandy
128,18,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,70.145,0,0,0,0,0,0,fake,sandy
137,18,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,1,2,1,0,0,TRUE,FALSE,0,0,0,67.53,0,0,0,0,0,0,fake,sandy
129,18,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,0,1,1,0,0,FALSE,FALSE,0,0,0,58.408,0,0,0,0,0,0,fake,sandy
129,16,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,1,TRUE,FALSE,0,0,0,31.97,0,0,0,0,0,0,fake,sandy
83,10,FALSE,TRUE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,0,1,1,0,0,FALSE,FALSE,0,0,3,66.1,0,0,0,0,0,0,fake,sandy
72,8,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,50.665,0,0,0,0,0,0,fake,sandy
129,18,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,75.121,0,0,0,0,0,0,fake,sandy
113,14,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,1,0,1,0,1,TRUE,FALSE,0,0,0,56.978,0,0,0,0,0,0,fake,sandy
128,19,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,6,1,1,0,0,1,0,1,FALSE,FALSE,0,0,0,58.424,0,0,0,0,0,0,fake,sandy
107,15,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,0,1,0,1,FALSE,FALSE,0,0,0,61.89,0,0,0,0,0,0,fake,sandy
134,16,FALSE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,9,1,1,0,0,1,0,1,FALSE,FALSE,0,0,0,34.803,0,0,0,0,0,0,fake,sandy
129,16,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,69.503,0,0,0,0,0,0,fake,sandy
128,18,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,56.965,0,0,0,0,0,0,fake,sandy
72,7,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,1,3,1,3,0,FALSE,FALSE,0,0,0,75.875,0,0,0,0,0,0,fake,sandy
129,20,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,76.555,0,0,0,0,0,0,fake,sandy
94,10,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,1,0,0,FALSE,FALSE,0,0,0,50.665,0,0,0,0,0,0,fake,sandy
79,9,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,50.665,0,0,0,0,0,0,fake,sandy
116,14,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,1,0,2,1,0,0,FALSE,FALSE,0,0,0,53.655,0,0,0,0,0,0,fake,sandy
78,9,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,51.868,0,0,0,0,0,0,fake,sandy
129,19,FALSE,TRUE,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,8,0,1,0,0,1,0,0,FALSE,FALSE,0,0,1,62.876,0,0,0,0,0,0,fake,sandy
140,19,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,1,0,1,0,1,TRUE,FALSE,0,0,0,66.365,0,0,0,0,0,0,fake,sandy
135,21,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,8,1,1,0,0,1,0,1,FALSE,FALSE,0,0,0,82.901,0,0,0,0,0,0,fake,sandy
129,20,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,0,1,0,1,FALSE,FALSE,0,0,0,64.663,0,0,0,0,0,0,fake,sandy
129,18,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,42.865,0,0,0,0,0,0,fake,sandy
64,7,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,54.701,0,0,0,0,0,0,fake,sandy
129,18,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,0,1,1,0,0,FALSE,FALSE,0,0,0,70.145,0,0,0,0,0,0,fake,sandy
131,15,FALSE,FALSE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,5,2,1,2,0,1,99,0,TRUE,FALSE,70,0,0,35.511,0,0,115,115,115,115,fake,sandy
129,18,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,61.665,0,0,0,0,0,0,fake,sandy
139,22,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,1,0,1,0,0,TRUE,FALSE,0,0,0,64.663,0,0,0,0,0,0,fake,sandy
135,16,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,26.683,0,0,0,0,0,0,fake,sandy
128,18,FALSE,FALSE,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,62.876,0,0,0,0,0,0,fake,sandy
94,12,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,0,0,1,0,0,FALSE,FALSE,0,0,0,53.655,0,0,0,0,0,0,fake,sandy
76,8,FALSE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,0,0,1,0,0,FALSE,FALSE,0,0,5,50.665,0,0,0,0,0,0,fake,sandy
137,20,FALSE,TRUE,FALSE,9,FALSE,FALSE,TRUE,FALSE,FALSE,8,0,4,0,0,1,0,1,FALSE,FALSE,0,0,1,74.015,0,0,0,0,0,0,fake,sandy
109,11,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,1,1,1,1,4,0,FALSE,FALSE,0,0,0,44.405,0,0,0,0,0,0,fake,sandy
105,12,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,1,1,0,1,0,0,TRUE,FALSE,0,0,0,49.48,0,0,0,0,0,0,fake,sandy
133,18,FALSE,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,7,0,1,0,0,1,0,0,FALSE,FALSE,0,0,0,61.4,0,0,0,0,0,0,fake,sandy
